Channel,0.10% Threshold,x_mpv,xi,gauss_sigma,x_mpv Error,xi Error,gauss_sigma Error,chi2/ndof Statistic,chi2/ndof P-Value
0,38.895973285148266,129.17802796433958,8.693035694664319,36.001820381072,1.2924687992422212,0.5424632762993593,1.7769049733694067,7.428144521622974,1.7170815900812218e-65
1,44.11919119770886,107.65563489674057,7.936769593889078,30.682071927421507,1.3184086585426147,0.5603573162681916,1.8840989253999634,8.152872857909644,2.2400022610465146e-74
2,31.0370163315601,52.89381341518219,3.8709185369824954,17.333207594044577,0.746523904696772,0.30712701124567615,1.078128729602732,6.338602999615728,2.2648024781493174e-52
